Type,HowtoUse,Interactions,URL,Allergies,Review,Use,Drug,Indication,Precautions,AvoidUse,Sides,Condition
 otc,,,,,32  User Reviews        ,,Percogesic oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,32  User Reviews        ,,TussiCaps oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,31  User Reviews        ,,Claritin-D 12 Hour oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,30  User Reviews        ,,Zutripro oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,28  User Reviews        ,,chlorpheniramine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,27  User Reviews        ,,Tylenol PM Extra Strength oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,27  User Reviews        ,,azelastine nasal, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,26  User Reviews        ,,Nasalcrom nasal, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,25  User Reviews        ,,Capmist DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,24  User Reviews        ,,Deltasone oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,23  User Reviews        ,,Coricidin HBP Cough and Cold oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,23  User Reviews        ,,promethazine rectal, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,22  User Reviews        ,,Zetonna nasal, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,21  User Reviews        ,,flunisolide nasal, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,20  User Reviews        ,,cortisone oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,16  User Reviews        ,,Chlor-Trimeton oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,16  User Reviews        ,,Prednisone Intensol oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,16  User Reviews        ,,Sleep Aid (diphenhydramine) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,15  User Reviews        ,,Promethazine VC-Codeine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,131  User Reviews        ,,Xolair subcutaneous, label,,,,Allergic Asthma that is Resistant to Treatment
 rxotc,,,,,15  User Reviews        ,,fexofenadine-pseudoephedrine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,6  User Reviews        ,,Nucala subcutaneous, label,,,,Allergic Asthma that is Resistant to Treatment
 rx,,,,,4  User Reviews        ,,omalizumab subcutaneous, label,,,,Allergic Asthma that is Resistant to Treatment
 rx,,,,,Be the first to review it,,mepolizumab subcutaneous, label,,,,Allergic Asthma that is Resistant to Treatment
 rx,,,,,Be the first to review it,,reslizumab intravenous, label,,,,Allergic Asthma that is Resistant to Treatment
 otc,,,,,15  User Reviews        ,,Wal-Act D Cold and Allergy oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,Be the first to review it,,Cinqair intravenous, label,,,,Allergic Asthma that is Resistant to Treatment
 rx,,,,,14  User Reviews        ,,Phenergan rectal, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,14  User Reviews        ,,Orapred ODT oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,13  User Reviews        ,,Alavert D-12 Allergy-Sinus oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,13  User Reviews        ,,Clarinex-D 12 HOUR oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,12  User Reviews        ,,Cheratussin DAC oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,12  User Reviews        ,,Loratadine-D oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,11  User Reviews        ,,Aprodine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,11  User Reviews        ,,fluticasone furoate nasal, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,11  User Reviews        ,,Wal-Som (diphenhydramine) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,11  User Reviews        ,,Allegra Allergy oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,11  User Reviews        ,,Norel AD oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,10  User Reviews        ,,Semprex-D oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rxotc,,,,,10  User Reviews        ,,triamcinolone acetonide nasal, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,10  User Reviews        ,,Wal-itin D oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,10  User Reviews        ,,Wal-Zyr (cetirizine) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,9  User Reviews        ,,Claritin RediTabs oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,9  User Reviews        ,,hydrocodone-chlorpheniramine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,9  User Reviews        ,,Beconase AQ nasal, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,9  User Reviews        ,,Wal-phed oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,9  User Reviews        ,,Aller-Tec oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,8  User Reviews        ,,Nasacort nasal, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,8  User Reviews        ,,Promethegan rectal, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rxotc,,,,,8  User Reviews        ,,brompheniramine-pseudoephedrine-DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,8  User Reviews        ,,Unisom Sleepgels oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,8  User Reviews        ,,Coricidin HBP oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,8  User Reviews        ,,Acetaminophen PM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,8  User Reviews        ,,Percogesic Extra Strength oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,8  User Reviews        ,,Unisom SleepMelts oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,7  User Reviews        ,,Alavert oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rxotc,,,,,7  User Reviews        ,,budesonide nasal, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,7  User Reviews        ,,Deconex IR oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,7  User Reviews        ,,Liquibid D-R oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,7  User Reviews        ,,Veripred 20 oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,6  User Reviews        ,,Ed A-Hist oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,6  User Reviews        ,,loratadine-pseudoephedrine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,6  User Reviews        ,,promethazine-phenylephrine-codeine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,6  User Reviews        ,,Promethazine VC oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,6  User Reviews        ,,Lodrane D oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,6  User Reviews        ,,Children's Claritin oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,6  User Reviews        ,,Ala-Hist DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,46  User Reviews        ,,Hizentra subcutaneous, label,,,,Aldrich Syndrome
 otc,,,,,6  User Reviews        ,,Poly-Vent DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,13  User Reviews        ,,Octagam intravenous, offlabel,,,,Aldrich Syndrome
 otc,,,,,6  User Reviews        ,,Respaire-30 oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,11  User Reviews        ,,Privigen intravenous, label,,,,Aldrich Syndrome
 otc,,,,,6  User Reviews        ,,Ala-Hist IR oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,9  User Reviews        ,,Gammagard Liquid injection, label,,,,Aldrich Syndrome
 rx,,,,,6  User Reviews        ,,Rezira oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,6  User Reviews        ,,Flebogamma DIF intravenous, label,,,,Aldrich Syndrome
 rx,,,,,5  User Reviews        ,,HyQvia subcutaneous, label,,,,Aldrich Syndrome
 otc,,,,,5  User Reviews        ,,diphenhydramine-acetaminophen oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,2  User Reviews        ,,Gammagard S-D (IgA < 1 mcg/mL) intravenous, label,,,,Aldrich Syndrome
 otc,,,,,5  User Reviews        ,,Q-Dryl oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,2  User Reviews        ,,Gamunex-C injection, label,,,,Aldrich Syndrome
 rx,,,,,5  User Reviews        ,,desloratadine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,1  User Reviews        ,,"immune globul,gamma(IgG)-malt-IgA over 50 mcg/mL intravenous", offlabel,,,,Aldrich Syndrome
 otc,,,,,5  User Reviews        ,,Advil Allergy Sinus oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,1  User Reviews        ,,Carimune NF Nanofiltered intravenous, label,,,,Aldrich Syndrome
 otc,,,,,5  User Reviews        ,,Dimetapp DM Cold-Cough (PE) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,1  User Reviews        ,,Gammaplex intravenous, label,,,,Aldrich Syndrome
 rx,,,,,1  User Reviews        ,,Gammaked injection, label,,,,Aldrich Syndrome
 rx,,,,,1  User Reviews        ,,Bivigam intravenous, label,,,,Aldrich Syndrome
 rx,,,,,Be the first to review it,,"IgG-hyaluronidase,recombinant subcutaneous", label,,,,Aldrich Syndrome
 otc,,,,,5  User Reviews        ,,Aller-Tec D oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,Be the first to review it,,"immune globul,gamma(IgG)-sorb-IgA 0 to 50 mcg/mL intravenous", label,,,,Aldrich Syndrome
 otc,,,,,5  User Reviews        ,,Deconex DMX oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,Be the first to review it,,"immune glob,gam(IgG)-sorb-gly-IgA 0 to 50 mcg/mL intravenous", label,,,,Aldrich Syndrome
 rx,,,,,Be the first to review it,,"immune globuln,gamma(IgG)-gly-IgA over 50 mcg/mL intravenous", label,,,,Aldrich Syndrome
 rx,,,,,Be the first to review it,,"immune globul,gamma(IgG)-sorb-IgA over 50 mcg/mL intravenous", label,,,,Aldrich Syndrome
 otc,,,,,5  User Reviews        ,,Rynex DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,Be the first to review it,,"immune globulin,gamma (IgG)-gly-IgA over 50 mcg/mL injection", label,,,,Aldrich Syndrome
 otc,,,,,5  User Reviews        ,,Stahist AD oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,Be the first to review it,,"immune globul,gamma(IgG)-prol-IgA 0 to 50 mcg/mL intravenous", label,,,,Aldrich Syndrome
 otc,,,,,4  User Reviews        ,,Diphenhist oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,Be the first to review it,,"immune globul,gamma(IgG)-sucr-IgA over 50 mcg/mL intravenous", label,,,,Aldrich Syndrome
 otc,,,,,4  User Reviews        ,,Nytol oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,Be the first to review it,,"immune glob,gam(IgG)-gly-gluc-IgA 0 to 50 mcg/mL intravenous", label,,,,Aldrich Syndrome
 rx,,,,,Be the first to review it,,"immune globu,gamma(IgG)-prol-IgA 0 to 50 mcg/mL subcutaneous", label,,,,Aldrich Syndrome
 otc,,,,,4  User Reviews        ,,Pain Relief PM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,Be the first to review it,,"immune globulin,gamma(IgG)-glyc-IgA 0-50 mcg/mL subcutaneous", label,,,,Aldrich Syndrome
 rx,,,,,4  User Reviews        ,,Phenadoz rectal, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,Be the first to review it,,HyQvia IG Component subcutaneous, label,,,,Aldrich Syndrome
 otc,,,,,4  User Reviews        ,,Wal-dryl Allergy oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,4  User Reviews        ,,Mucus Relief Sinus oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,4  User Reviews        ,,All Day Allergy (cetirizine) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,4  User Reviews        ,,Wal-phed PE Severe Cold oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,4  User Reviews        ,,Wal-Zyr D oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,4  User Reviews        ,,Vanacof oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,4  User Reviews        ,,Trexbrom oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,4  User Reviews        ,,Children's Allegra Allergy oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,4  User Reviews        ,,Aller-Fex oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,4  User Reviews        ,,Rayos oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,4  User Reviews        ,,Tuzistra XR oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,3  User Reviews        ,,Guaifenesin DAC oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,3  User Reviews        ,,triprolidine-pseudoephedrine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,3  User Reviews        ,,carbinoxamine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,3  User Reviews        ,,ephedrine-guaifenesin oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,3  User Reviews        ,,prednisolone sodium phosphate oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,3  User Reviews        ,,Pediapred oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,3  User Reviews        ,,Tussin CF oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,3  User Reviews        ,,Rescon-DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,3  User Reviews        ,,Rescon-GG oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,3  User Reviews        ,,chlorpheniramine-DM-acetaminophen oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,3  User Reviews        ,,NightTime Sleep Aid (diphenhydramine) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,359  User Reviews        ,,spironolactone oral, label,,,,Aldosteronism
 otc,,,,,3  User Reviews        ,,Lorata-D oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,75  User Reviews        ,,Aldactone oral, label,,,,Aldosteronism
 otc,,,,,3  User Reviews        ,,Maxiphen DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,3  User Reviews        ,,Tussi-Pres Pediatric oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,3  User Reviews        ,,Vicks NyQuil Cold/Flu Liquicap oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,3  User Reviews        ,,Contac Cold-Flu Day and Night oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,3  User Reviews        ,,Triaminic Cold and Cough (PE) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,3  User Reviews        ,,Wal-Phed PE Sinus and Allergy oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,3  User Reviews        ,,All Day Allergy-D oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,3  User Reviews        ,,Millipred oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,3  User Reviews        ,,Ambi 60PSE-400GFN oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,3  User Reviews        ,,Ala-Hist PE oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,3  User Reviews        ,,Arbinoxa oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,3  User Reviews        ,,NoHist-DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,3  User Reviews        ,,Bayer PM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,3  User Reviews        ,,Wal-Fex D 24 Hour oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,3  User Reviews        ,,Chlo Hist oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,2  User Reviews        ,,Tussin oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,2  User Reviews        ,,phenylephrine-guaifenesin oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,2  User Reviews        ,,acrivastine-pseudoephedrine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rx,,,,,2  User Reviews        ,,mometasone nasal, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,2  User Reviews        ,,Sleep Tablet (diphenhydramine) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,2  User Reviews        ,,Antihistamine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 rxotc,,,,,2  User Reviews        ,,clemastine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,2  User Reviews        ,,dexbrompheniramine maleate oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,2  User Reviews        ,,Mapap PM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,2  User Reviews        ,,Primatene Asthma oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,2  User Reviews        ,,Medicidin-D oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,2  User Reviews        ,,Maxifed DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,2  User Reviews        ,,Brotapp DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,2  User Reviews        ,,cetirizine-pseudoephedrine oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,2  User Reviews        ,,Acetaminophen PM Extra Strength oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,2  User Reviews        ,,Midol PM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,2  User Reviews        ,,Non-Drying Sinus oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,2  User Reviews        ,,Ed A-Hist DM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,2  User Reviews        ,,doxylamine-dextromethorphan-acetaminophen oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,2  User Reviews        ,,Sleep Aid (doxylamine) oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,2  User Reviews        ,,POLY HIST PD oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,2  User Reviews        ,,Wal-Finate-D oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,2  User Reviews        ,,Maxiphen oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,2  User Reviews        ,,Loradamed oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,2  User Reviews        ,,Goody's PM oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,2  User Reviews        ,,AllerClear D-24hr oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,2  User Reviews        ,,Allerclear oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,2  User Reviews        ,,Allergy Multi-Symptom oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
 otc,,,,,2  User Reviews        ,,Nighttime Cold-Flu oral, label,,,,Allergic Rhinitis Due to Ragweed Pollen
